,Chromosome,Start,End,Nclone
747,6,24244934,26055528,200
748,6,26071233,26265245,39
749,6,26270597,27455236,127
750,6,27464061,28756233,160
751,6,28803010,29931073,138
752,6,29939288,29950805,2
753,6,29962849,30010234,6
754,6,30021894,30031367,3
755,6,30040917,30081128,8
756,6,30100446,31385778,183
757,6,31395330,31558079,18
758,6,31564655,32119501,113
759,6,32123032,32519935,60
760,6,32586131,32600962,3
761,6,32605300,32629848,2
762,6,32634044,32660090,3
763,6,32672983,32702995,4
764,6,32718991,32728487,3
765,6,32732764,32738443,2
766,6,32766023,32821094,7
767,6,32831879,35335888,300
768,6,35344147,37360148,252
769,6,37375174,39260751,191
770,6,39271467,39767959,58
771,6,39777677,40701218,70
772,6,40747924,42826227,225
773,6,42836838,44732805,236
774,6,44758471,45096253,28
775,6,45107837,47047807,190
776,6,47058985,49231488,137
777,6,49256992,50627364,103
778,6,50659323,50928750,22
779,6,50933781,52204787,101
780,6,52211708,53295979,111
781,6,53306500,55847962,196
782,6,55859081,57298746,133
783,6,57313842,57468298,17
784,6,57477427,57636798,17
785,6,57648021,58019711,13
786,6,58122432,58656267,16
787,6,58721961,58788688,3
788,6,62077839,62654445,30
789,6,62663640,63048821,42
790,6,63057692,64614816,75
791,6,64633346,64705894,4
792,6,64750730,65951879,46
793,6,65983562,66231264,23
794,6,66247043,66553014,25
795,6,66559986,66839246,16
796,6,66872400,66895777,2
797,6,66949287,67633130,21
798,6,67665685,68602261,26
799,6,68631929,69110566,20
800,6,69133049,69809498,54
801,6,69820589,70731852,80
802,6,70738275,72163725,136
803,6,72170740,73920835,160
804,6,73930795,74768342,83
805,6,74827202,75616671,51
806,6,75632175,75961320,21
807,6,75968174,77079694,103
808,6,77126953,77532707,15
809,6,77558013,78882312,61
810,6,78930885,78983276,2
811,6,79035891,79079988,3
812,6,79101978,79133892,2
813,6,79161515,80141390,60
814,6,80170446,80661257,33
815,6,80681800,81065819,39
816,6,81088018,85574506,296
817,6,85623360,89090699,226
818,6,89106148,90015649,77
819,6,90034143,91964331,149
820,6,92035339,94502615,100
821,6,94517742,97817899,167
822,6,97827305,98245127,29
823,6,98260964,101072587,165
824,6,101081707,101714451,47
825,6,101760344,102800128,90
826,6,102825672,106012872,146
827,6,106034811,106363651,12
828,6,106401543,108269233,154
829,6,108294479,109435745,105
830,6,109441576,110404222,102
831,6,110408187,110448454,6
832,6,110490286,110621141,12
833,6,110630205,111025278,36
834,6,111038086,111980766,105
835,6,111990899,112201862,24
836,6,112208462,113294566,76
837,6,113313043,113625048,12
838,6,113685697,115481584,86
839,6,115539064,119256600,285
840,6,119263604,122326220,164
841,6,122354776,122673457,8
842,6,122710361,123097090,43
843,6,123114345,125128655,184
844,6,125139481,126167412,78
845,6,126178515,126234252,7
846,6,126241146,127397419,84
847,6,127419048,128608361,120
848,6,128614174,131296266,224
849,6,131304839,132036965,59
850,6,132048194,133414796,125
851,6,133447975,135173194,145
852,6,135204537,135259324,3
853,6,135272442,135280233,2
854,6,135286400,135498058,20
855,6,135520431,136095714,50
856,6,136159988,136555576,40
857,6,136561135,136680507,15
858,6,136687816,137521284,86
859,6,137534872,137928470,23
860,6,137982450,139107896,94
861,6,139119957,139765820,62
862,6,139797732,140252392,25
863,6,140293024,140905063,22
864,6,140939171,142310445,62
865,6,142327743,142777918,42
866,6,142788191,144116578,121
867,6,144123196,146421012,189
868,6,146437674,146587408,17
869,6,146601815,147881278,117
870,6,147893082,148854440,50
871,6,148877116,148912262,5
872,6,148925597,149834816,73
873,6,149845177,151256488,138
874,6,151271304,151882964,68
875,6,151887510,151910707,5
876,6,151923886,152073221,15
877,6,152086678,152409827,33
878,6,152417607,153905878,133
879,6,153949019,154030184,3
880,6,154071207,155530077,109
881,6,155536554,155990159,41
882,6,156012158,157939123,85
883,6,158040459,159976570,182
884,6,159987610,160117932,13
885,6,160123384,160978168,92
886,6,160990404,161026307,5
887,6,161042057,162115988,102
888,6,162127431,162150671,3
889,6,162157607,165672936,249
890,6,165690639,165715368,5
891,6,165723211,168144188,233
892,6,168162397,168399709,28
893,6,168425370,169949536,131
894,6,169960900,170838662,75
895,6,170856656,170943103,2
896,7,140213,293548,25
897,7,294016,413795,8
898,7,461136,511452,3
899,7,513901,1288296,123
900,7,1298612,5058944,424
901,7,5087337,5134464,5
902,7,5143987,5560058,56
903,7,5568142,5872292,27
904,7,5880057,6557968,86
905,7,6613548,8499980,171
906,7,8511989,9779500,73
907,7,9788539,11165483,94
908,7,11177449,16121211,353
909,7,16130262,16173135,7
910,7,16181027,19066529,235
911,7,19108591,21230532,121
912,7,21242540,23314039,200
913,7,23318666,25286039,152
914,7,25362742,25970530,39
915,7,25980628,29117278,336
916,7,29129313,31396001,217
917,7,31405675,32503234,122
918,7,32527033,33234186,80
919,7,33245804,34851233,159
920,7,34866533,36163174,85
921,7,36175211,38060725,175
922,7,38065862,38069416,2
923,7,38077657,38154547,13
924,7,38163197,38204539,6
925,7,38212614,38223575,2
926,7,38239756,38919072,71
927,7,38929655,39109161,24
928,7,39118870,39204387,10
929,7,39217737,40218063,91
930,7,40225102,41541560,86
931,7,41557485,42802384,80
932,7,42816449,42991793,15
933,7,43002620,45737633,300
934,7,45749583,50666812,373
935,7,50712505,53062228,103
936,7,53092720,54048050,43
937,7,54100285,55448490,97
938,7,55487428,56267830,66
939,7,56286058,57178083,54
940,7,57189719,57228014,5
941,7,57241696,57368798,16
942,7,57387971,57475215,4
943,7,57518513,61275990,7
944,7,61474815,61904815,2
945,7,61960303,63832523,118
946,7,63838146,64418872,49
947,7,64507748,64781804,16
948,7,64797061,65770140,108
949,7,65783655,66332092,42
950,7,66381837,66509869,5
951,7,66535305,69489375,186
952,7,69494643,69665338,20
953,7,69678101,71447664,165
954,7,71472355,71810554,25
955,7,71828766,73847634,185
956,7,73925321,75885407,126
957,7,75966125,76282075,14
958,7,76397166,82767743,544
959,7,82777861,82828298,5
960,7,82840568,92513815,744
961,7,92520803,99584483,699
962,7,99590278,106532636,720
963,7,106546263,110699102,318
964,7,110709136,111309563,59
965,7,111316232,112618049,113
966,7,112637687,118300098,386
967,7,118321912,120385289,141
968,7,120392104,127681019,610
969,7,127690967,127692104,2
970,7,127699224,127876072,12
971,7,127894166,129740582,227
972,7,129743562,133316602,333
973,7,133324563,138115143,427
974,7,138141688,140181133,233
975,7,140201234,141189966,122
976,7,141214728,141245219,4
977,7,141259727,141457217,22
978,7,141470171,141494693,3
979,7,141511878,141518228,2
980,7,141527039,141549648,3
981,7,141555761,141922630,43
982,7,141932317,141947816,3
983,7,141965869,141978333,4
984,7,141989305,143302267,165
985,7,143321677,143391065,4
986,7,143526118,144834685,78
987,7,144874983,146711656,186
988,7,146722477,148987441,242
989,7,148993417,149247969,14
990,7,149312155,151330638,251
991,7,151340103,151554620,20
992,7,151563552,151568910,2
993,7,151573687,153083628,75
994,7,153097195,153297456,10
995,7,153306561,155956869,255
996,7,155969175,158427634,279
997,7,158528292,158617983,8
998,8,63810,90816,2
999,8,166452,181530,3
1000,8,184617,808139,63
1001,8,822927,1136619,36
1002,8,1152551,2563316,132
1003,8,2586264,3627077,113
