region,chrom,idx,anova_p,f_stat,kruskal_p,h_stat
chr12_97852156_98629015,12,1687,0.0001394571500669705,9.742204496011604,0.0002881354045882808,16.304160066992115
chr12_67337260_68268028,12,1659,0.00014046652662817025,9.733544668587898,0.00029375061559052106,16.265558793761592
chr5_142831583_149027600,5,692,0.00011061046442463474,10.021163310961967,0.0003069654449336193,16.177550747863194
chr8_166452_181530,8,999,0.00025244753038127155,9.03389510753364,0.00032761989860879937,16.047312934531785
chr8_822927_1136619,8,1001,0.00024114645412598893,9.088250539956805,0.00033912900984156097,15.978259925947622
chr5_150148732_150201145,5,694,0.00016397210842422326,9.548061127029614,0.00034326517647857127,15.954014600452785
chr5_68785515_68850823,5,671,0.0002786091688317366,8.917040358744398,0.0003546300676700926,15.888870749430072
chr8_184617_808139,8,1000,0.0002928459350998805,8.858071182548795,0.0003687101878475547,15.81099924259615
chr12_60060494_62081511,12,1651,0.00015405392699607378,9.62278606965174,0.0004198368210664433,15.551288886902352
chr12_90696859_92322330,12,1683,0.00025976692580464733,9.0,0.00045583351826939165,15.386765813253025
chr12_45861893_47611599,12,1643,0.00022133854785621576,9.190112640801006,0.0004576513148572834,15.37880597014922
chr12_44923991_45851001,12,1642,0.00022133854785621538,9.190112640801008,0.0004576513148572834,15.37880597014922
chr12_62137202_62802242,12,1652,0.00034032377746481807,8.680653438758762,0.00046229613432487155,15.358609777674952
chr12_66954549_67332062,12,1658,0.0002884645324605113,8.875901683141864,0.0004651282473580632,15.346394779265859
chr12_69315717_70369674,12,1661,0.00028002716813536356,8.911030640668521,0.00047045472263949705,15.323621672008256
chr17_38784700_39114890,17,2208,0.0007192885166555403,7.805116279069768,0.0005013902888055478,15.196251481171416
chr5_154006451_157875296,5,697,0.00028429880165290193,8.893112701252234,0.0005062142369778102,15.17710117009131
chr17_1542118_1560766,17,2056,0.0005721883514654363,8.071358024691358,0.0005127959602992156,15.151265060240963
chr6_128614174_131296266,6,848,0.00039146842516645647,8.515825169555386,0.0005166058806161394,15.13646058812164
chr5_70752359_71062539,5,675,0.0004922851483491847,8.247071665875653,0.0005381239278356953,15.054843350383598
chr6_132048194_133414796,6,850,0.0004012739496851274,8.486749226006193,0.000541110025854459,15.043775849667291
chr5_71077546_89933522,5,676,0.0003814093863438037,8.546435667555123,0.0005585918674233387,14.980182926829283
chr5_93328253_96508341,5,679,0.0002943400414708161,8.852052980132452,0.0006286336107902701,14.743923931497733
chr12_92329775_94134731,12,1684,0.00041774874484645287,8.4394923857868,0.0006543544478079533,14.663722768387977
chr17_37416931_38029088,17,2205,0.00353439068728345,5.986881720430108,0.0006622747589087125,14.63966008893063
chr8_3635646_4294791,8,1004,0.0006339804721132377,7.9518681318681335,0.0007005952122234472,14.527160562094931
chr12_71924238_72624978,12,1666,0.0004439297459086438,8.368173522392256,0.0007031075564840675,14.520001362870438
chr5_62457701_65999278,5,669,0.0005514022713100011,8.114536230285651,0.0007179632442758557,14.478184364085505
chr5_152572508_153979903,5,696,0.00044892992777199317,8.35504201680672,0.0007184449855767082,14.476842847631053
chr8_25114132_25774629,8,1026,0.0006466074181523378,7.9289182058047505,0.0007309437431714712,14.442348119803455
chr5_149050787_150137980,5,693,0.0004554077102441791,8.338250254323498,0.0007794760140576281,14.313777281746008
chr12_87329145_88538415,12,1680,0.0005706940268936642,8.074408308280953,0.0008431722250040641,14.156678641410803
chr6_139119957_139765820,6,861,0.0006371252861116959,7.9461089792785895,0.0008728063450766342,14.087593707354689
chr12_94141519_97140822,12,1685,0.000577140191322638,8.061307901907359,0.0008770468197985963,14.077900361403401
chr3_173645852_176989598,3,478,0.0010286739978715715,7.391306150656531,0.0009095439895793304,14.005134388807031
chr6_136561135_136680507,6,857,0.0009542122623970686,7.477964137931032,0.0010063446695945451,13.802861304144509
chr6_126241146_127397419,6,846,0.0006715661512550415,7.884870603848704,0.0010211529193111784,13.77364595391724
chr6_136159988_136555576,6,856,0.0010799347470353794,7.335293087086651,0.0010701361242841448,13.679938839285645
chr6_127419048_128608361,6,847,0.0008383137416674601,7.627623529411763,0.001104298835751204,13.617089366396877
chr5_66011537_68773114,5,670,0.001006496447411564,7.416428490287398,0.0011063125203664992,13.613445695307089
chr8_1152551_2563316,8,1002,0.0008948528847944633,7.552142857142855,0.0011443279048672676,13.545875593932736
chr12_49299695_51238169,12,1645,0.0006442006040565538,7.933257190037155,0.001196643995373853,13.456468621399129
chr5_140433878_142819410,5,691,0.0004922851483491834,8.247071665875655,0.0011972340173640877,13.455482736572845
chr16_69763173_70593293,16,2026,0.0009045211394856568,7.539724527635527,0.0012141187223097655,13.42747359360406
chr6_40747924_42826227,6,772,0.0010524082002593292,7.365025589814008,0.0012287941715639862,13.403443877550972
chr5_93308740_93320336,5,678,0.0009099371407461578,7.532827045565899,0.001266445486002856,13.34308226495729
chr12_59087176_60039028,12,1650,0.001014265062766037,7.407564608529598,0.0012770886036856425,13.326344640179938
chr6_122710361_123097090,6,842,0.0010408011717397687,7.377801467534269,0.0012838395914676016,13.315800020564332
chr6_140293024_140905063,6,863,0.0018702951658382434,6.706601613522859,0.0013884413134834953,13.159147036474113
chr6_119263604_122326220,6,840,0.0014279310261242992,7.014645247657297,0.0013927921369596798,13.152889630035116
chr16_69391442_69397102,16,2024,0.0011234251726693122,7.289858674001704,0.0014057107229933866,13.134424502864848
chr6_123114345_125128655,6,843,0.0012842830388800064,7.136138673042437,0.0014141771479220127,13.122414875877933
chr12_57531034_59041688,12,1649,0.001120936036098574,7.2924102564102595,0.0014143307508232672,13.12219765477493
chr16_30561643_31835555,16,1973,0.0010920479137651348,7.322453443689037,0.0014237636900689562,13.108902855497053
chr6_136687816_137521284,6,858,0.0013449036942399088,7.083255813953489,0.0014520890661925512,13.069504048215558
chr6_113313043_113625048,6,837,0.0013449036942399135,7.083255813953486,0.001459816237013745,13.058889432485284
chr6_115539064_119256600,6,839,0.0015352869674429856,6.931732002851032,0.001476808666368402,13.03574365178054
chr6_126178515_126234252,6,845,0.0011634335610451998,7.249620071684585,0.0014973040078363632,13.008178232230396
chr2_61025070_61061211,2,305,0.0012049619106826667,7.2093197868913395,0.001566267243067151,12.918120085347116
chr16_68880321_69381055,16,2023,0.0012651681949037636,7.153343272456209,0.0015852639363136936,12.894008728364941
chr3_196908262_196937230,3,486,0.0019229198538992635,6.675025041736227,0.0016082213382793903,12.865252939028608
chr5_157900279_159729154,5,698,0.0012754156639329462,7.14408715550692,0.0016259155904668403,12.84336836317206
chr12_52473664_54879669,12,1647,0.0010028995303127328,7.420556199304753,0.0016661482581526487,12.794481497418241
chr22_26999547_27819338,22,2732,0.0007123870429433964,7.816310139165011,0.001711134723342076,12.74119709527645
chr11_80263397_80790766,11,1563,0.0010611715131274761,7.355474711623781,0.001726726427714015,12.723055802665215
chr6_137982450_139107896,6,860,0.003856267521349606,5.8890518563976695,0.0017946811961091177,12.645855758880533
chr12_47616812_49288718,12,1644,0.0012188277442109097,7.1961790209790175,0.0018823935785107966,12.550422263775591
chr5_60285997_62401952,5,668,0.001821765316296422,6.7365354330708636,0.0019297780383354802,12.500700577445675
chr6_125139481_126167412,6,844,0.0017343203360418193,6.792586666666666,0.0019362981714871187,12.493954575577657
chr16_70601469_71161060,16,2027,0.0013398244492400376,7.087592405759884,0.002020103271788398,12.409213288456245
chr6_31564655_32119501,6,758,0.0020792491292531503,6.586177215189871,0.002106936415469312,12.325040644741742
chr22_41293579_41298170,22,2750,0.0011777241186819616,7.235588723051411,0.002111444769293298,12.320765682055335
chr6_89106148_90015649,6,818,0.0010593727976013591,7.35742849691385,0.0021392002246379657,12.294646493212666
chr8_2586264_3627077,8,1003,0.0019384466771653792,6.665876777251185,0.0021528179082283216,12.281955280022297
chr12_42744201_43936926,12,1640,0.001289778821780291,7.131240463407743,0.002175840965615077,12.260680076628327
chr17_2145322_2286311,17,2065,0.0017222010341566582,6.8005818181818185,0.0022028027913599062,12.236049466779154
chr15_44193179_48393597,15,1910,0.0017979857678904966,6.751501395800459,0.0023015814187364223,12.148317637907281
chr16_86985669_88124384,16,2039,0.0017636507890959473,6.7734708520179385,0.0023080163846178085,12.142733662613946
chr22_31521603_32950474,22,2736,0.001287594884508307,7.133184379250055,0.0023261351444203516,12.127094249862088
chr12_97156507_97840955,12,1686,0.0016995733267669317,6.815664295874824,0.0023909613954919847,12.07211947278912
chr12_54887816_57494566,12,1648,0.0014408890803052849,7.004305860231903,0.002451136801007686,12.022406723258209
chr22_30243922_31511793,22,2735,0.0017626711671304763,6.774104056595324,0.0024748201756504217,12.00317508380788
chr22_28922568_30224848,22,2734,0.0017626711671304763,6.774104056595324,0.0024748201756504217,12.00317508380788
chr17_43153310_43384340,17,2225,0.00840770206869826,5.021946191739295,0.0024854446255218625,11.994607423374475
chr2_57141220_60843704,2,303,0.0022159347261701706,6.513911296110235,0.0024995567443713345,11.983283730158702
chr16_88130840_88690571,16,2040,0.0016839393870420806,6.826205287713842,0.002544742415095406,11.947451692490409
chr12_43945081_44919712,12,1641,0.0014892737225913285,6.966520607969332,0.002574978582182647,11.923828125000002
chr17_1912424_2133315,17,2064,0.0022570793431439923,6.4930470151932065,0.0026010738796196824,11.903661777210829
chr17_1531031_1536140,17,2055,0.002061666863437696,6.595823274880437,0.002680953293371098,11.843165682452343
chr5_58484078_60277014,5,667,0.002632384732598418,6.318911968348169,0.0027505965500412657,11.791874927082493
chr16_29586070_30555422,16,1972,0.0023085792228440595,6.467471980074721,0.002840705219509759,11.72740588181146
chr3_143686906_144718154,3,463,0.003952218246808066,5.861497326203208,0.0029184246563830423,11.673422619047576
chr17_9943837_11456680,17,2078,0.0018630639831386958,6.711011289935144,0.0029315352785896165,11.664458014638111
chr17_8567837_9872633,17,2076,0.0018630639831386958,6.711011289935144,0.0029315352785896165,11.664458014638111
chr3_193425674_193467200,3,484,0.00615938148086568,5.366442349528644,0.0030468466205929782,11.587296236176721
chr22_41221190_41290227,22,2749,0.0017486343423079394,6.783216783216781,0.003058082173823852,11.579934600164533
chr16_82128902_83298645,16,2034,0.003181692686596476,6.1051144236825525,0.003162244513978184,11.512946428571452
chr5_96522323_96603723,5,680,0.0023073401287675693,6.468080454744202,0.0031692323762603303,11.508531746031775
chr3_196947293_196962380,3,487,0.0065086519827739,5.3052182490752156,0.0032062607723518195,11.485299778506
chr6_122354776_122673457,6,841,0.0026460377375202965,6.3130651368818524,0.0033024535608518935,11.426179166965788
chr12_62807597_63330914,12,1653,0.0032017330645065668,6.09804560260586,0.0033152524037475114,11.418443036698275
chr3_185013005_186735226,3,482,0.0045429915081569424,5.705576407506702,0.003430876346883798,11.349879111438394
chr17_1890246_1906352,17,2063,0.0032181282123739607,6.0922960622813935,0.0034439328202372412,11.342282397851879
chr6_137534872_137928470,6,859,0.004470701616710295,5.723506732396442,0.003493121341898115,11.313919150339768
chr8_25782621_26587838,8,1027,0.0033190458337072322,6.057551020408162,0.0035420519959490212,11.286098119803476
chr17_11469879_12854787,17,2079,0.0027807453009626878,6.256974704461676,0.0036013016868847686,11.252919838368085
chr5_119108165_125801997,5,686,0.0018067602860552818,6.7459556494192165,0.0036442681170107804,11.229199449252521
chr16_67314736_68371045,16,2017,0.0030417006972148315,6.155798583792291,0.0036513018514679526,11.225343006689776
chr3_193476462_196656506,3,485,0.006404191547123959,5.323170731707317,0.003672607598634469,11.213706703749018
chr12_98643996_98870746,12,1688,0.0026779545628212082,6.299516171443598,0.0037219920558705898,11.186992510271006
chr11_82599955_82867442,11,1567,0.0023015834314791665,6.470911743253101,0.003757802934240264,11.167841636730467
chr22_24876788_26191987,22,2730,0.0021897555727370456,6.527393495190108,0.0037973265416340047,11.146916003053285
chr6_140939171_142310445,6,864,0.00748613763713583,5.1502159652097,0.003800820979450276,11.14507637672176
chr6_111038086_111980766,6,834,0.008047709117276878,5.070259931338892,0.003810301537196229,11.140093898708322
chr5_89942176_93303306,5,677,0.0021826462820452907,6.531083172147,0.003847915018988526,11.120447661769967
chr17_37314955_37412772,17,2204,0.03817943696979316,3.3778975382568195,0.003879414165151531,11.104142250219706
chr22_22725750_22731544,22,2723,0.00183411385126645,6.728842185708829,0.003925866914030864,11.080336164638263
chr3_166639991_168786545,3,474,0.0065296318138108635,5.301648150752355,0.003987160649835819,11.049351835964263
chr3_177004388_181135381,3,479,0.0054280385732063795,5.50700973574409,0.004013383543645785,11.036241233945272
chr22_27829159_28903600,22,2733,0.0024111879212534563,6.418207787125807,0.004036905742790306,11.024553571428555
chr15_32447707_32511475,15,1900,0.0031213336036604034,6.126682634730539,0.0042703967581535045,10.912097076915648
chr3_170472437_173237997,3,476,0.005948928859275982,5.405068083693124,0.004338766079109078,10.880330569727851
chr3_173247425_173637617,3,477,0.005948928859275982,5.405068083693124,0.004338766079109078,10.880330569727851
chr3_196972157_199325300,3,488,0.007829194801155228,5.100674157303371,0.004512695094665832,10.801721443965471
chr21_14489502_15461383,21,2662,0.0033012838637676402,6.063587443946189,0.004630843627120154,10.750032437201547
chr6_110408187_110448454,6,831,0.010506072675150963,4.776634421865868,0.004646798335804777,10.74315365292585
chr16_68606309_68648091,16,2019,0.005653948617238774,5.461622482435599,0.004674417084775102,10.731301623528584
chr17_3393853_4388997,17,2070,0.003792402786565831,5.907782805429865,0.004690729822204776,10.724334192439809
chr8_34104577_34785140,8,1050,0.00880159608001635,4.971444345503116,0.004701721424019927,10.71965315378666
chr16_2505009_4665784,16,1952,0.0031244499581123937,6.125558680644339,0.0047023806586266375,10.719372750787205
chr16_68838368_68874167,16,2022,0.00505660537202267,5.585998370008152,0.004704321606955202,10.718547403794684
chr5_140228321_140427074,5,690,0.002621980524096758,6.323388336062478,0.00479773827578097,10.679221329320029
chr6_39777677_40701218,6,771,0.005400550076288294,5.512663545489054,0.004822114431244873,10.669085536858963
chr6_110490286_110621141,6,832,0.010410959070766704,4.78662547653477,0.0048370883241410974,10.662884650400546
chr5_108424581_119080004,5,685,0.003733548984974992,5.925331356222195,0.004894380059459594,10.639335317460306
chr5_104851801_108410768,5,684,0.003733548984974992,5.925331356222195,0.004894380059459594,10.639335317460306
chr8_19181564_21447923,8,1022,0.004991832961267096,5.600377358490565,0.005008281286023233,10.593324958849516
chr17_2361350_2900841,17,2068,0.0034908582848137385,6.000806623299823,0.005014283628707276,10.590929426986081
chr16_68710277_68751390,16,2021,0.004949539228663816,5.609869385154509,0.005039767852453873,10.580790517961516
chr6_110630205_111025278,6,833,0.012537922587827578,4.582770587398662,0.0050917832018725386,10.560254350832718
chr6_111990899_112201862,6,835,0.011550464719965257,4.67262997717474,0.0050925790919077495,10.559941757853847
chr12_88953160_90674492,12,1682,0.004250161733901533,5.7800945100764425,0.005093640729968893,10.559524865980885
chr6_19049822_20716660,6,744,0.00983677612211682,4.848991893577219,0.0051404899308985195,10.541213773524072
chr6_20726739_22048197,6,745,0.00983677612211682,4.848991893577219,0.0051404899308985195,10.541213773524072
chr8_35875555_36133992,8,1057,0.029110144886680272,3.6688095889661207,0.005159195812142345,10.533949123989212
chr16_29560500_29582349,16,1971,0.00424202793779668,5.7822384428223845,0.005173391015890925,10.528453805956838
chr5_125809649_131839536,5,687,0.002761439952963155,6.264840764331209,0.005266031855580568,10.492956337265253
chr5_96637773_98418818,5,681,0.003573304163010613,5.974581673306772,0.005363624632538327,10.456230590062102
chr3_153300999_156963893,3,465,0.007258654294096072,5.184362238770118,0.00537221315043445,10.453030646135268
chr11_83733321_85064586,11,1569,0.00402219713405534,5.841828410689173,0.005377132260200536,10.45120016812138
chr22_39107247_39317843,22,2746,0.0033163803419093752,6.058454784899033,0.00537992474110067,10.450161787098569
chr22_39323749_40065743,22,2747,0.0033163803419093752,6.058454784899033,0.00537992474110067,10.450161787098569
chr16_86462708_86560114,16,2036,0.004774798545664194,5.649984350547731,0.005396491499439802,10.44401251779778
chr8_23137151_25096564,8,1025,0.004917633581330484,5.617084945071948,0.0053986644198185,10.443207371332349
chr6_90034143_91964331,6,819,0.002869274608429302,6.221602671118533,0.005401549965563116,10.442138671874982
chr2_60860846_61005290,2,304,0.0049051090457483,5.619930475086907,0.005434100141149471,10.430122679045123
chr2_61069435_67262586,2,306,0.004905109045748304,5.619930475086906,0.005434100141149471,10.430122679045123
chr15_39590440_39979013,15,1906,0.005757026178878535,5.44152481886017,0.005695792676808633,10.336055007134158
chr15_39989024_40217541,15,1907,0.005757026178878535,5.44152481886017,0.005695792676808633,10.336055007134158
chr5_49892983_49980085,5,657,0.005140133212410649,5.567730856463983,0.005803175613280438,10.298699983465566
chr17_984101_1003742,17,2049,0.003938817397304322,5.8653044203502915,0.005904486302212852,10.26408565363012
chr17_1703729_1713758,17,2058,0.006616320865454216,5.2870195337114065,0.005949489213474029,10.248899819169143
chr6_32123032_32519935,6,759,0.0071171195057320065,5.20616292798111,0.0059708156519599305,10.241743471582144
chr6_112208462_113294566,6,836,0.015384938275339344,4.359275645781344,0.0059810576155746,10.23831573573106
chr22_23930054_23946476,22,2726,0.0035500162182075866,5.981926163723916,0.0059823498356993635,10.23788367818055
chr2_69119613_73764874,2,308,0.005155401936650165,5.564424366074028,0.005986517978638744,10.236490683229803
chr15_27009381_32443495,15,1899,0.005085879587591666,5.579561283246506,0.0060673390653008296,10.209670289539076
chr6_139797732_140252392,6,862,0.006942593360694596,5.233662751042063,0.006109502463382657,10.195819878004997
chr18_17278237_18565403,18,2411,0.004653047081097637,5.678830517913496,0.006189892943057092,10.16967497515889
chr17_1718892_1845756,17,2059,0.00544322255767628,5.503899222980928,0.006229160565273624,10.157027391975335
chr16_191307_2499608,16,1951,0.004240789407500697,5.782565266742339,0.006233051984016061,10.15577836212497
chr15_41676219_44156737,15,1909,0.006312279898006469,5.339215511477602,0.006360376833341398,10.115335305719945
chr18_19733211_22259536,18,2415,0.005101380099441823,5.576168182227425,0.006394269798183641,10.104706067420391
chr6_22060377_24236375,6,746,0.012625960663846152,4.575112767209257,0.006457051921447535,10.085164848520192
chr16_86874711_86968529,16,2038,0.004793815763005352,5.6455465550195685,0.006479708880184711,10.078159391049146
chr8_42123757_42175380,8,1091,0.005192511301904849,5.556429699842021,0.0065797176010918,10.047526904666217
chr11_82288127_82586347,11,1566,0.004007599170481474,5.845902466824067,0.006625101467091757,10.033779182879403
chr6_113685697_115481584,6,838,0.005642698093871968,5.463838664812241,0.006627384825667516,10.033089996398342
chr17_7522884_8559106,17,2075,0.0053544472957514425,5.522212189616253,0.00669109916393088,10.013954237592907
chr17_5343504_7517491,17,2074,0.0053544472957514425,5.522212189616253,0.00669109916393088,10.013954237592907
chr16_83310258_86444508,16,2035,0.006513869301679355,5.304329331694867,0.0067037019341852164,10.010190755363993
chr22_41307174_41912419,22,2751,0.0029150104830364103,6.2037627630293875,0.006866616644960397,9.9621675531915
chr16_73043507_76974056,16,2032,0.006759946777197158,5.263208177707884,0.006928255342513874,9.944294503605535
chr17_403833_443042,17,2044,0.004817210104762981,5.640111910471624,0.006938952724211482,9.941208840285832
chr22_40072147_41213949,22,2748,0.003452627320588765,6.013182688625051,0.007001516148620019,9.92325712143925
chr12_100382347_103227744,12,1690,0.005403259796508123,5.512104909213182,0.007032340264767331,9.914471463439927
chr8_36627162_36673994,8,1062,0.023826618484124443,3.8846889266851665,0.0070425980555378085,9.911556269823253
chr15_32605086_32654561,15,1902,0.005695648899397523,5.453447236180904,0.00705837870773209,9.90707979729309
chr16_68667006_68679377,16,2020,0.007314169572685154,5.175929418354961,0.007060508358347001,9.906476449275333
chr8_63810_90816,8,998,0.005299250435907239,5.533755354593054,0.007105162395459355,9.893867322380999
chr8_12623479_14185328,8,1015,0.006429260404324368,5.318835307044315,0.0071287177825645285,9.887247789740906
chr17_465054_974692,17,2048,0.005653417629172504,5.461726977788869,0.007179721642247413,9.87298933032548
chr17_1302415_1427745,17,2051,0.005653417629172504,5.461726977788869,0.007179721642247413,9.87298933032548
chr17_77442683_77478901,17,2379,0.004835971231748328,5.6357730167921245,0.007188260833853789,9.870612046632107
chr3_144727213_153247166,3,464,0.011426990413042635,4.684414265769767,0.007298707858339405,9.840115904404163
chr3_136891846_137841243,3,461,0.009079970440523574,4.937125748502994,0.00730328701158451,9.838861513223778
chr6_147893082_148854440,6,870,0.007643958975583598,5.127142857142858,0.007425052773654373,9.805790973511508
chr8_14193778_14291793,8,1016,0.007162542294636484,5.199118572927596,0.00745242197120386,9.798432405234596
chr3_181148817_181183735,3,480,0.01147308396431586,4.680000000000001,0.007593839500483741,9.760835904877675
chr17_1562322_1703117,17,2057,0.006751785191302889,5.264547368421053,0.0076094719319474485,9.756723001700678
chr17_1456417_1524691,17,2054,0.006751785191302889,5.264547368421053,0.0076094719319474485,9.756723001700678
chr2_50329312_56794730,2,301,0.00752004359880001,5.145217391304349,0.0076438762619499764,9.747700880679583
chr8_4299996_4692082,8,1005,0.016730101466862404,4.268000000000001,0.007924009604055428,9.675715876250877
chr17_10999_29169,17,2041,0.006714490598271857,5.270687936191426,0.0079621261499536,9.666118421052623
chr18_18594203_18968555,18,2412,0.006026689072411979,5.390636123348018,0.007973994341782321,9.663139479213163
chr17_13035306_15423538,17,2081,0.006340440915995705,5.334274314214464,0.00810075432250543,9.631596190808969
chr3_181189842_185001990,3,481,0.013447513411995541,4.506171809841534,0.008149900590212027,9.619499098647506
chr2_47541529_48962866,2,299,0.00630847477448992,5.33988489208633,0.0082201477837442,9.602334183035945
chr5_140203440_140221835,5,689,0.005440028302190869,5.504552845528457,0.008503958946778476,9.534446930946274
chr3_186745732_193414542,3,483,0.013718735785486979,4.484352773826458,0.008515249404473242,9.531793350563913
chr3_199333505_199383479,3,489,0.015655323314949825,4.34029112081514,0.008534876693151467,9.527188740079378
chr15_22374850_23389141,15,1895,0.007750454848893973,5.111846517384943,0.008579338127188044,9.516797019622377
chr17_23641542_23815398,17,2113,0.006219158808052746,5.355716449560739,0.008676775145223713,9.494210692782222
chr3_137852057_143671669,3,462,0.01250497348307366,4.585650723025584,0.008678966195432835,9.493705718623467
chr8_36512939_36612488,8,1061,0.029710924210436498,3.6468408619775348,0.008828663943660164,9.459503169146704
chr2_87287735_87839798,2,312,0.006826701451856921,5.252316311829677,0.009059140322850304,9.40796210106386
chr2_56853626_57106587,2,302,0.010926000836042797,4.733600000000001,0.009085269889181171,9.402201740911387
chr6_142788191_144116578,6,866,0.022521757943288853,3.945556946182729,0.009364519782974898,9.341654444493104
chr12_106729888_108471654,12,1693,0.007722937273950208,5.115778304830859,0.009373888356452892,9.339654578935924
